Timestamp,Which age group do you belong to?,Gender,"How do you purchase electronic items such as mobile phones, laptops, watches, and TVs?",What factors influence your decision to purchase electronic items from e-commerce websites or offline stores? (Select all that apply),How satisfied are you with the pricing of electronic items on e-commerce websites compared to offline stores?,Which channel do you find more convenient for purchasing electronic items?,How would you rate the overall shopping experience when purchasing electronic items from e-commerce websites compared to offline stores?,How frequently do you purchase electronic gadgets online?,What type of electronic gadgets do you typically purchase online? (Select all that apply),How would you rate your overall satisfaction with the variety of electronic gadgets available on e-commerce website?,What factors influence your decision to purchase electronic gadgets online? (Select all that apply),How likely are you to recommend e-commerce website to others for purchasing electronic gadgets?,What improvements or additions would you like to see in the range of electronic gadgets offered on e-commerce website?,"On a scale of 1 to 10, how satisfied are you with the user experience (navigation, search functionality, checkout process, etc.) when browsing electronic gadgets on website?
 (1 being the lowest/worst score).
",How important are customer reviews and ratings in influencing your decision to purchase electronic gadgets online?,How often do you rely on comparison tools or features to compare different electronic gadgets before making a purchase decision?,Which payment method do you prefer when purchasing electronic gadgets online?,Which e-commerce website do you prefer the most for purchasing electronic gadgets?,During which occasions or festivals do you prefer to purchase electronic items from e-commerce websites or offline stores? (Select all that apply)
08/04/2024 14:17:22,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Convenience of shopping from home, Immediate availability of the product, Trust in the brand or seller",Slightly Higher in Offline Stores,E-commerce Websites,Slightly Better on E-commerce Websites,Rarely,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Satisfied,Easy returns and refunds,Likely,m,9,Very Important,Occasionally,Credit/Debit Card,Amazon India,Diwali
08/04/2024 16:49:09,18-24 years,Male,Exclusively from e-commerce websites,"Trust in the brand or seller, Discounts and promotions",Much Lower on E-commerce Websites,E-commerce Websites,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Neutral,"Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Payment options",Neutral,Shipping charges must be less,6,Moderately Important,Occasionally,Net Banking,Amazon India,"Diwali, New Year, Independence Day, Republic Day, Dussehra"
08/04/2024 22:27:48,18-24 years,Female,Equally from e-commerce websites and offline stores,Ability to physically inspect and test the product,About the Same,Both Equally Convenient,Slightly Better on E-commerce Websites,Occasionally,"Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,Product specifications and features,Neutral,Provide more info about the product ,7,Very Important,Frequently,Net Banking,Amazon India,Dussehra
09/04/2024 20:38:14,18-24 years,Female,"Mostly from e-commerce websites, occasionally from offline stores","Ability to physically inspect and test the product, Immediate availability of the product, Customer service and support",Much Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Frequently,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Very Likely,Assure quality of product without damaging the name of the brand,9,Extremely Important,Always,UPI (Unified Payments Interface),Amazon India,"Diwali, Christmas, New Year, Independence Day, Dussehra"
09/04/2024 20:52:03,18-24 years,Female,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Trust in the brand or seller",Slightly Lower on E-commerce Websites,E-commerce Websites,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features",Likely,More variety of products should be available on low priced products.,7,Very Important,Occasionally,Credit/Debit Card,Flipkart,"Diwali, Dussehra"
09/04/2024 20:54:39,45-54 years,Female,Equally from e-commerce websites and offline stores,"Price competitiveness, Convenience of shopping from home, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",Much Higher in Offline Stores,Both Equally Convenient,Much Better in Offline Stores,Occasionally,"Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Very Satisfied,"Price competitiveness, Product reviews and ratings, Discounts and promotions, Easy returns and refunds, Payment options",Likely,Quality is always taken care avoiding imitations.,10,Extremely Important,Always,Credit/Debit Card,Amazon India,"Diwali, New Year, Independence Day"
09/04/2024 22:14:35,18-24 years,Female,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Immediate availability of the product, Trust in the brand or seller",Slightly Lower on E-commerce Websites,Both Equally Convenient,About the Same,Rarely,"Smartphones, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs)",Satisfied,"Brand reputation, Discounts and promotions, Easy returns and refunds",Likely,None,7,Very Important,Always,Credit/Debit Card,Amazon India,"Diwali, Christmas, Eid, New Year, Independence Day, Republic Day, Dussehra, Holi"
09/04/2024 22:36:11,35-44 years,Male,Exclusively from offline stores,"Price competitiveness, Ability to physically inspect and test the product, Customer service and support",Much Higher in Offline Stores,Both Equally Convenient,Much Better in Offline Stores,Occasionally,"Smartphones, Laptops, Audio/Visual equipment (headphones, speakers, TVs)",Neutral,"Product reviews and ratings, Brand reputation, Easy returns and refunds",Not Likely at All,It depends on requirements ,1,Very Important,Never,UPI (Unified Payments Interface),Amazon India,When needed 
09/04/2024 22:55:09,45-54 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Product assortment and availability",Much Lower on E-commerce Websites,E-commerce Websites,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Discounts and promotions",Likely,None,8,Very Important,Occasionally,Credit/Debit Card,Amazon India,"Diwali, New Year"
10/04/2024 07:19:34,45-54 years,Male,Equally from e-commerce websites and offline stores,"Price competitiveness, Product assortment and availability, Convenience of shopping from home, Ability to physically inspect and test the product, Trust in the brand or seller, Customer service and support",Much Lower on E-commerce Websites,E-commerce Websites,About the Same,Occasionally,"Smartphones, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions",Likely,Some times the latest ones are not available and comparison explanation should have more clarity. Sometimes they are out of stock and Color options less,9,Moderately Important,Always,UPI (Unified Payments Interface),Amazon India,Whenever there is a need
10/04/2024 15:46:49,35-44 years,Female,Equally from e-commerce websites and offline stores,"Ability to physically inspect and test the product, Trust in the brand or seller, Customer service and support",Slightly Lower on E-commerce Websites,E-commerce Websites,Slightly Better on E-commerce Websites,Rarely,"Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Neutral,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features",Neutral,"Brief description. 
",6,Somewhat Important,Occasionally,Credit/Debit Card,Amazon India,Republic Day
11/04/2024 10:19:27,25-34 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Immediate availability of the product, Discounts and promotions",Slightly Lower on E-commerce Websites,E-commerce Websites,Slightly Better on E-commerce Websites,Frequently,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Satisfied,"Price competitiveness, Discounts and promotions, Payment options",Likely,None,9,Very Important,Occasionally,Credit/Debit Card,Amazon India,"Diwali, Christmas, Dussehra, Holi"
11/04/2024 11:02:57,25-34 years,Male,Equally from e-commerce websites and offline stores,"Price competitiveness, Ability to physically inspect and test the product, Trust in the brand or seller",Much Lower on E-commerce Websites,E-commerce Websites,Much Better in Offline Stores,Rarely,"Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery",Neutral,I think there is good range available on e-commerce on sites. The only addition is to make all brands available on the same portal.,8,Very Important,Always,Credit/Debit Card,Amazon India,"Diwali, Christmas, Independence Day"
11/04/2024 15:01:06,25-34 years,Male,Exclusively from e-commerce websites,"Price competitiveness, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",Slightly Lower on E-commerce Websites,E-commerce Websites,Slightly Better in Offline Stores,Always,"Smartphones, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles, ",Very Satisfied,"Price competitiveness, Product reviews and ratings, Discounts and promotions, Easy returns and refunds",Very Likely,Nothing particular ,9,Very Important,Rarely,Cash on Delivery,Amazon India,Republic Day
11/04/2024 16:25:46,25-34 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Convenience of shopping from home, Trust in the brand or seller",About the Same,E-commerce Websites,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers)",Satisfied,"Price competitiveness, Fast and reliable delivery",Very Likely,-,10,Extremely Important,Occasionally,Credit/Debit Card,Amazon India,None in particular
11/04/2024 21:27:04,25-34 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Product assortment and availability, Trust in the brand or seller",About the Same,Both Equally Convenient,About the Same,Occasionally,"Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features",Likely,It would be nice to have better tools and app developed with AI.,8,Very Important,Frequently,Credit/Debit Card,Amazon India,"Christmas, New Year"
12/04/2024 08:27:51,35-44 years,Female,Equally from e-commerce websites and offline stores,"Price competitiveness, Convenience of shopping from home, Trust in the brand or seller, Discounts and promotions",Slightly Lower on E-commerce Websites,Both Equally Convenient,About the Same,Occasionally,"Smartphones, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Brand reputation, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Likely,New stock ,8,Very Important,Frequently,Credit/Debit Card,Amazon India,"Diwali, New Year"
